Label	Type	Frame	Begin	End	Mutation	Gene	Product	Score	OG_id	COGclassID	ClassDescription	COGprocess
ICUT1P7001_v1_1130023	CDS	-3	673454	674086	no		TetR family transcriptional regulator	340.1	08WUH	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1130024	CDS	3	674256	675404	no		Membrane protein	733.8	05ENZ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1130025	CDS	-3	675527	676432	no		Permease of the drug/metabolite transporter (DMT) superfamily	546.2	08RNG	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1130026	CDS	-1	676429	677007	no		TetR family transcriptional regulator	357.1	9.00E+02	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1130027	CDS	-2	678069	678563	no	greB	transcription elongation factor GreB	295.4	08RRZ	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1130028	CDS	2	678929	680041	no	mltF	Membrane-bound lytic murein transglycosylase F	741.5	05CHQ	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1130029	CDS	-3	680108	680491	no		SCP2 domain-containing protein	239.6	05ZPF	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1140001	CDS	-3	680915	681163	no		protein of unknown function	144.1	0B1NV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1150001	CDS	-3	683150	683332	no		protein of unknown function	112.1	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1150002	CDS	-1	683329	683751	no		protein of unknown function	265.8	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1160002	CDS	3	684534	685625	no		conserved protein of unknown function	750	090N9	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1160003	CDS	2	685637	686512	no	thiM	Hydroxyethylthiazole kinase	543.5	05C4U	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_1160004	CDS	-3	686537	687268	no		conserved protein of unknown function	70.1	05SQW	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1160005	CDS	-2	687513	689039	no	yoaE	putative inner membrane protein	951.8	05EE5	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_1160007	CDS	2	690050	690514	no		MarR family transcriptional regulator	302.4	05R4K	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160008	CDS	-1	690520	691182	no		Abasic site processing protein	459.9	08RAV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1160009	CDS	-3	691445	693607	no	glcB	malate synthase G	1450.6	07QP3	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_1160011	CDS	-1	693970	695121	no	zapE	Cell division protein ZapE	765.8	05D6Z	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1160012	CDS	-3	695207	696214	no		AraC family transcriptional regulator	664.8	05J2N	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160013	CDS	3	696363	697868	no		Baeyer-Villiger monooxygenase	1034.2	05F95	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_1160014	CDS	3	697914	698822	no		Lysine exporter LysO family protein	578.6	05DWU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1160015	CDS	-3	698951	699631	no	pyrF	orotidine-5'-phosphate decarboxylase	451.4	06EG9	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_1160017	CDS	-2	700254	700559	no	ihfB	integration host factor subunit beta	198.4	080YA	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160018	CDS	-3	700721	702397	no	rpsA	30S ribosomal subunit protein S1	1078.9	05CAV	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160019	CDS	-1	702511	703194	no	cmk	cytidylate kinase	424.5	05CAT	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_1160020	CDS	-2	703212	703643	no		MxaD family protein	277.7	05R91	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1160021	CDS	-2	703719	704219	no	tadA	tRNA-specific adenosine deaminase	329.3	08Z6B	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_1160021	CDS	-2	703719	704219	no	tadA	tRNA-specific adenosine deaminase	329.3	08Z6B	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160022	CDS	-3	704225	705346	no	hibch	Enol-CoA hydratase	777.7	05E5S	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_1160023	CDS	-1	705343	706056	no	ung	uracil-DNA glycosylase	495	05D5S	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160024	CDS	-2	706098	706694	no		"Queuosine biosynthesis QueD, PTPS-I"	404.4	08N6H	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_1160025	CDS	-3	706817	707767	no		Type II secretion system protein K	609	08RTD	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160026	CDS	-3	707846	708466	no	xcpW	Type II secretion system protein J	403.7	0XYC3	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160027	CDS	-1	708463	708909	no		Type II secretion system protein I	256.9	06A9D	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160029	CDS	-3	709481	710095	no		"Transcriptional regulator, TetR family"	394.8	08ZY9	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160030	CDS	-3	710141	710914	no	ycfH	putative metal-dependent hydrolase YcfH	529.3	05F8V	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160031	CDS	-1	710941	711282	no		Type IV pilus assembly protein PilZ	227.3	05P6A	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160031	CDS	-1	710941	711282	no		Type IV pilus assembly protein PilZ	227.3	05P6A	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160032	CDS	-2	711297	712280	no		DNA polymerase III delta prime subunit	658.7	08I64	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160033	CDS	-1	712300	713061	no	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	501.5	05CET	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160034	CDS	-2	713070	714074	no	lpxK	Tetraacyldisaccharide 4'-kinase	686.8	05CHD	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160035	CDS	-2	714078	715805	no	msbA	Lipid A export ATP-binding/permease protein MsbA	1067.4	05BZ1	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160036	CDS	-3	715805	716227	no		Biopolymer transport protein ExbD/TolR	274.6	05NJH	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160037	CDS	-1	716236	716889	no		MotA/TolQ/ExbB proton channel family protein	399.8	05FGH	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160038	CDS	-1	716926	717813	no	parB	putative chromosome-partitioning protein ParB	564.7	05FA0	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160039	CDS	-2	717810	718592	no		Chromosome (plasmid) partitioning protein ParA	491.5	07QJE	D	"Cell cycle control, cell division, chromosome partitioning"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160040	CDS	-1	718618	719250	no	rsmG	Ribosomal RNA small subunit methyltransferase G	415.2	05D28	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160041	CDS	-1	719335	720024	no	murU	N-acetylmuramate alpha-1-phosphate uridylyltransferase	459.9	08S0S	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160042	CDS	-2	720021	721037	no	amgK	N-acetylmuramate/N-acetylglucosamine kinase	679.5	05EHM	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160043	CDS	1	721159	723618	no	lptD	LPS-assembly protein LptD	1665.6	05E7H	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160044	CDS	3	723618	724922	no	surA	Chaperone SurA	815.8	05DBD	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160045	CDS	-3	725039	725554	no	hfq	RNA-binding protein Hfq	280	05KW8	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1160046	CDS	-3	725648	726592	no	miaA	tRNA dimethylallyltransferase	624.8	05DKX	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160047	CDS	-3	726599	728539	no	mutL	DNA mismatch repair protein MutL	1252.7	05DC6	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160048	CDS	-2	728532	729074	no	tsaE	"N(6)-L-threonylcarbamoyladenine synthase, TsaE subunit"	317.4	05K8N	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1160049	CDS	1	729130	730044	no		putative ribosomal large subunit pseudouridine synthase A	617.5	05WH7	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160050	CDS	2	730157	730492	no		"Addiction module antitoxin, RelB/DinJ family"	207.2	067US	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1160051	CDS	2	730586	731026	no		N-acetyltransferase	288.9	08HYK	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160052	CDS	-2	731037	731771	no	rsuA	Pseudouridine synthase	494.2	05I08	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160053	CDS	3	731907	732365	no	yeaL	conserved inner membrane protein YeaL	273.5	08VMM	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1160054	CDS	2	732611	733831	no	ydhP	Inner membrane transport protein YdhP	773.1	05F27	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_1160055	CDS	-3	734195	735178	no		"putative Potassium voltage-gated channel subfamily KQT; potassium channel, VIC family"	615.9	05EYW	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_1160056	CDS	-1	735280	736995	no	pif	ATP-dependent DNA helicase pif1	1128.6	07QUV	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160058	CDS	2	739328	740539	no	yiaY	L-threonine dehydrogenase	797.3	05C0A	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_1160059	CDS	2	740732	741703	no		Lysophospholipase	661.8	08BPP	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_1160060	CDS	-1	741733	742899	no		Transcriptional regulator	760.4	07RR1	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1160061	CDS	1	743107	744618	no	aldB	aldehyde dehydrogenase B	1009.2	05C26	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_1180001	CDS	2	746321	747469	no		membrane protein of unknown function	712.2	04RQ2	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_1190001	CDS	2	747839	748111	no		Predicted transcriptional regulator	184.5	07XRB	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1190002	CDS	3	748071	748448	no		TnpV protein	252.7	08RF7	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1190003	CDS	2	749315	749452	no		protein of unknown function	78.2	08ZMN	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1190004	CDS	3	749664	750356	no		Stage 0 sporulation protein A homolog	463	07XFP	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1190005	CDS	2	750353	751384	no	phoR	Histidine kinase	653.3	05N1U	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1190006	CDS	2	751412	751828	no		conserved membrane protein of unknown function	262.3	06NVY	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1190007	CDS	2	751892	752869	no		protein of unknown function	605.5	05D0X	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1200001	CDS	-2	753951	754199	no		protein of unknown function	122.1	0AZ3N	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_1210001	CDS	3	754320	754580	no		protein of unknown function	149.4	0B1NV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1210002	CDS	2	754589	754918	no		protein of unknown function	219.5	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1210003	CDS	1	755020	755178	no		protein of unknown function	77.4	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1220001	CDS	2	756038	756289	no		Tryptophan synthase	68.9	01Q7U	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1220002	CDS	2	756581	757705	no	cysA	Sulfate/thiosulfate import ATP-binding protein CysA 2	736.1	05C53	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1220003	CDS	2	757727	758743	no		"Ferric iron ABC transporter, iron-binding protein"	679.5	07QKW	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_1220004	CDS	3	758826	760454	no		"Ferric iron ABC transporter, permease protein"	1014.2	07QVT	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_1220005	CDS	1	760624	761151	no		HTH_33 domain-containing protein	326.2	061QS	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1220007	CDS	2	761864	762031	no		protein of unknown function	110.9	08WEB	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1230001	CDS	1	762319	763221	no		transposase	580.9	05D4K	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1260001	CDS	-1	767698	768381	no		protein of unknown function	446	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1270001	CDS	-3	768857	769528	no		Uncharacterized ABC transporter ATP-binding protein TM_0352	425.6	05CQU	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1270002	CDS	-3	769664	769888	no		putative Histidine kinase	147.9	05N1U	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1280001	CDS	-1	770275	770460	no		protein of unknown function	91.3	0AC90	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1280002	CDS	-2	770607	770906	no		conserved protein of unknown function	117.9	0J5UN	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1280005	CDS	-1	771487	771693	no		protein of unknown function	104	01MY3	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1290001	CDS	3	772023	772697	no		Replicative DNA helicase	443	04S06	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1290002	CDS	2	772928	773341	no	purA	Adenylosuccinate synthetase	241.1	04R9P	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_1300001	CDS	1	773443	776124	no	hsdR	Type-1 restriction enzyme R protein	1679.1	05DZR	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1300002	CDS	3	776325	776669	no		protein of unknown function	83.6	07IYV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1310002	CDS	1	776998	778113	no	ispG	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	715.3	05C4E	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_1310003	CDS	3	778110	779405	no	hisS	histidine--tRNA ligase	847.4	05CUT	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1310004	CDS	3	779433	780131	no		TPR_21 domain-containing protein	429.5	05N21	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1310005	CDS	2	780128	781273	no	bamB	Outer membrane protein assembly factor BamB	738.4	05CNE	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1310006	CDS	3	781443	782852	no	der	50S ribosomal subunit stability factor	921.8	05DKZ	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_1310007	CDS	3	782943	783617	no	psf	4'-phosphopantetheinyl transferase psf-1	424.1	0687V	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_1310008	CDS	-1	783649	784623	no	secF	Sec translocon accessory complex subunit SecF	603.2	07RAB	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1310009	CDS	-2	784632	786533	no	secD	Sec translocon accessory complex subunit SecD	1186.4	07QN8	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1310010	CDS	-1	786589	786918	no	yajC	Sec translocon accessory complex subunit YajC	207.6	05VIE	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1310011	CDS	-2	787023	788153	no	tgt	tRNA-guanine transglycosylase	792	05C6U	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1310012	CDS	-2	788697	790097	no		transposase	443.4	05D7V	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1310013	CDS	1	790180	790647	no		transposase	180.3	08VIJ	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1310015	CDS	-1	790852	791892	no	queA	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase	683.7	05E2N	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1310016	CDS	1	792523	793749	no		Histidine kinase	778.5	05BZU	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1310017	CDS	1	793873	794625	no		putative [Glutamine synthetase] adenylyltransferase	486.5	05CE6	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1310017	CDS	1	793873	794625	no		putative [Glutamine synthetase] adenylyltransferase	486.5	05CE6	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1310018	CDS	3	794622	796616	no		putative [Glutamine synthetase] adenylyltransferase	1289.2	05CE6	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1310018	CDS	3	794622	796616	no		putative [Glutamine synthetase] adenylyltransferase	1289.2	05CE6	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1310019	CDS	3	796650	797576	no	ilvE	Branched-chain-amino-acid aminotransferase	633.6	05CM2	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_1310020	CDS	-1	797632	798801	no	ugd	UDP-glucose 6-dehydrogenase	763.5	05C6Y	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1310021	CDS	1	798976	799746	no		Glycosyltransferase	557.8	08N4V	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1310022	CDS	3	799782	800765	no	sacB	Capsular polysaccharide biosynthesis protein	555.4	05C39	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1310023	CDS	2	800780	801538	no		Glycosyl transferase	515.4	COG3306	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_1310024	CDS	2	801593	802504	no		Mannosyltransferase OCH1 and related enzymes	622.5	05Y4R	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1310025	CDS	-3	802508	804436	no		Acyltransferase	850.5	05EXC	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_1310026	CDS	-1	804511	805227	no		putative enzyme	268.9	05FB8	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_1320001	CDS	1	805471	806478	no		protein of unknown function	97.4	08C66	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_1330001	CDS	2	806588	807580	no		protein of unknown function	659.4	054QS	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_1350001	CDS	-3	809597	811114	no	cat	Succinyl-CoA:coenzyme A transferase	996.9	05CYC	C	Energy production and conversion	METABOLISM
