COGs IDS	COG_Ids	func	name
COG1437	COG1437	T	Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function)
COG1438	COG1438	K	Arginine repressor
COG1440	COG1440	G	Phosphotransferase system cellobiose-specific component IIB
COG1441	COG1441	H	O-succinylbenzoate synthase
COG1443	COG1443	I	Isopentenyldiphosphate isomerase
COG1444	COG1444	J	tRNA(Met) C34 N-acetyltransferase TmcA
COG1445	COG1445	G	Phosphotransferase system fructose-specific component IIB
COG1446	COG1446	E	Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily
COG1447	COG1447	G	Phosphotransferase system cellobiose-specific component IIA
COG1448	COG1448	E	Aspartate/tyrosine/aromatic aminotransferase
COG1450	COG1450	U	Type II secretory pathway component GspD/PulD (secretin)
COG1451	COG1451	R	Predicted metal-dependent hydrolase
COG1452	COG1452	M	LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA)
COG1454	COG1454	C	Alcohol dehydrogenase, class IV
COG1455	COG1455	G	Phosphotransferase system cellobiose-specific component IIC
COG1457	COG1457	F	Purine-cytosine permease or related protein
COG1459	COG1459	N	Type II secretory pathway, component PulF
COG1461	COG1461	R	Predicted kinase related to dihydroxyacetone kinase
COG1462	COG1462	M	Curli biogenesis system outer membrane secretion channel CsgG
COG1463	COG1463	M	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic component MlaD
COG1464	COG1464	P	ABC-type metal ion transport system, periplasmic component/surface antigen
COG1466	COG1466	L	DNA polymerase III, delta subunit
COG1469	COG1469	H	GTP cyclohydrolase FolE2
COG1472	COG1472	G	Periplasmic beta-glucosidase and related glycosidases
COG1473	COG1473	R	Metal-dependent amidase/aminoacylase/carboxypeptidase
COG1474	COG1474	L	Cdc6-related protein, AAA superfamily ATPase
COG1475	COG1475	D	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain
COG1476	COG1476	K	DNA-binding transcriptional regulator, XRE-family HTH domain
COG1477	COG1477	H	Thiamine biosynthesis lipoprotein ApbE
COG1479	COG1479	S	Uncharacterized conserved protein, contains ParB-like and HNH nuclease domains
COG1481	COG1481	K	DNA-binding transcriptional regulator WhiA, involved in cell division
COG1482	COG1482	G	Mannose-6-phosphate isomerase, class I
COG1483	COG1483	R	Predicted ATPase, AAA+ superfamily
COG1484	COG1484	L	DNA replication protein DnaC
COG1485	COG1485	R	Predicted ATPase
COG1486	COG1486	G	Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase
COG1487	COG1487	R	Predicted nucleic acid-binding protein, contains PIN domain
COG1488	COG1488	H	Nicotinic acid phosphoribosyltransferase
COG1489	COG1489	G	DNA-binding protein, stimulates sugar fermentation
COG1490	COG1490	J	D-Tyr-tRNAtyr deacylase
COG1491	COG1491	R	Predicted nucleic acid-binding OB-fold protein
COG1492	COG1492	H	Cobyric acid synthase
COG1493	COG1493	T	Serine kinase of the HPr protein, regulates carbohydrate metabolism
COG1495	COG1495	O	Disulfide bond formation protein DsbB
COG1496	COG1496	P	Copper oxidase (laccase) domain
COG1498	COG1498	J	RNA processing factor Prp31, contains Nop domain
COG1501	COG1501	G	Alpha-glucosidase, glycosyl hydrolase family GH31
COG1502	COG1502	I	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme
COG1505	COG1505	E	Prolyl oligopeptidase PreP, S9A serine peptidase family
COG1506	COG1506	E	Dipeptidyl aminopeptidase/acylaminoacyl peptidase
COG1507	COG1507	S	Uncharacterized protein
COG1508	COG1508	K	DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog
COG1509	COG1509	E	L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)
COG1510	COG1510	K	DNA-binding transcriptional regulator GbsR, MarR family
COG1511	COG1511	S	Uncharacterized membrane protein YhgE, phage infection protein (PIP) family
COG1512	COG1512	S	Uncharacterized membrane protein YgcG, contains a TPM-fold domain
COG1513	COG1513	P	Cyanate lyase
COG1514	COG1514	J	2'-5' RNA ligase
COG1515	COG1515	L	Deoxyinosine 3'endonuclease (endonuclease V)
COG1516	COG1516	N	Flagellin-specific chaperone FliS
COG1518	COG1518	V	CRISPR/Cas system-associated endonuclease Cas1
COG1519	COG1519	M	3-deoxy-D-manno-octulosonic-acid transferase
COG1520	COG1520	M	Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat
COG1521	COG1521	H	Pantothenate kinase type III
COG1522	COG1522	K	DNA-binding transcriptional regulator, Lrp family
COG1523	COG1523	G	Pullulanase/glycogen debranching enzyme
COG1524	COG1524	R	Predicted pyrophosphatase or phosphodiesterase, AlkP superfamily
COG1525	COG1525	L	Endonuclease YncB, thermonuclease family
COG1526	COG1526	C	Formate dehydrogenase assembly factor FdhD
COG1528	COG1528	P	Ferritin
COG1529	COG1529	C	CO or xanthine dehydrogenase, Mo-binding subunit
COG1530	COG1530	J	Ribonuclease G or E
COG1533	COG1533	L	DNA repair photolyase
COG1534	COG1534	J	RNA-binding protein YhbY
COG1535	COG1535	Q	Isochorismate hydrolase
COG1536	COG1536	N	Flagellar motor switch protein FliG
COG1538	COG1538	M	Outer membrane protein TolC
COG1539	COG1539	H	Dihydroneopterin aldolase
COG1540	COG1540	R	Lactam utilization protein B (function unknown)
COG1541	COG1541	H	Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family
COG1544	COG1544	J	Ribosome-associated translation inhibitor RaiA
COG1546	COG1546	H	Nicotinamide mononucleotide (NMN) deamidase PncC
COG1551	COG1551	T	sRNA-binding carbon storage regulator CsrA
COG1553	COG1553	P	Sulfur relay (sulfurtransferase) complex TusBCD TusD component, DsrE family
COG1554	COG1554	G	Trehalose and maltose hydrolase (possible phosphorylase)
COG1555	COG1555	L	DNA uptake protein ComE and related DNA-binding proteins
COG1556	COG1556	C	L-lactate utilization protein LutC, contains LUD domain
COG1558	COG1558	N	Flagellar basal body rod protein FlgC
COG1559	COG1559	D	Cell division protein YceG, involved in septum cleavage
COG1560	COG1560	I	Lauroyl/myristoyl acyltransferase
COG1561	COG1561	S	Uncharacterized conserved protein YicC, UPF0701 family
COG1562	COG1562	I	Phytoene/squalene synthetase
COG1564	COG1564	H	Thiamine pyrophosphokinase
COG1565	COG1565	R	SAM-dependent methyltransferase, MidA family
COG1566	COG1566	V	Multidrug resistance efflux pump
COG1569	COG1569	R	Predicted nucleic acid-binding protein, contains PIN domain
COG1570	COG1570	L	Exonuclease VII, large subunit
COG1571	COG1571	J	tRNA(Ile2) C34 agmatinyltransferase TiaS
COG1573	COG1573	L	Uracil-DNA glycosylase
COG1574	COG1574	R	Predicted amidohydrolase YtcJ
COG1575	COG1575	H	1,4-dihydroxy-2-naphthoate octaprenyltransferase
COG1576	COG1576	J	23S rRNA pseudoU1915 N3-methylase RlmH
COG1577	COG1577	I	Mevalonate kinase
COG1578	COG1578	S	Uncharacterized conserved protein, contains ATP-grasp and redox domains
COG1579	COG1579	R	Predicted  nucleic acid-binding protein, contains Zn-ribbon domain
COG1580	COG1580	N	Flagellar basal body-associated protein FliL
COG1581	COG1581	K	Archaeal DNA-binding protein
COG1584	COG1584	C	Succinate-acetate transporter protein
COG1585	COG1585	O	Membrane protein implicated in regulation of membrane protease activity
COG1586	COG1586	E	S-adenosylmethionine decarboxylase or arginine decarboxylase
COG1587	COG1587	H	Uroporphyrinogen-III synthase
COG1589	COG1589	D	Cell division septal protein FtsQ
COG1593	COG1593	G	TRAP-type C4-dicarboxylate transport system, large permease component
COG1594	COG1594	K	DNA-directed RNA polymerase, subunit M/Transcription elongation factor TFIIS
COG1595	COG1595	K	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family
COG1596	COG1596	M	Periplasmic protein involved in polysaccharide export, contains SLBB domain of the beta-grasp fold
COG1597	COG1597	I	Diacylglycerol kinase family enzyme
COG1598	COG1598	V	Predicted nuclease of the RNAse H fold, HicB family
COG1599	COG1599	L	ssDNA-binding replication factor A, large subunit
COG1600	COG1600	J	Epoxyqueuosine reductase  QueG (queuosine biosynthesis)
COG1605	COG1605	E	Chorismate mutase
COG1606	COG1606	R	ATP-utilizing enzyme, PP-loop superfamily
COG1607	COG1607	I	Acyl-CoA hydrolase
COG1609	COG1609	K	DNA-binding transcriptional regulator, LacI/PurR family
COG1610	COG1610	S	Uncharacterized conserved protein YqeY
COG1611	COG1611	R	Predicted Rossmann fold nucleotide-binding protein
COG1612	COG1612	H	Heme A synthase
COG1613	COG1613	P	ABC-type sulfate transport system, periplasmic component
COG1619	COG1619	M	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)
COG1620	COG1620	C	L-lactate permease
COG1621	COG1621	G	Sucrose-6-phosphate hydrolase SacC, GH32 family
COG1622	COG1622	C	Heme/copper-type cytochrome/quinol oxidase, subunit 2
COG1623	COG1623	T	Diadenylate cyclase (c-di-AMP synthetase), DNA integrity scanning protein DisA
COG1626	COG1626	G	Neutral trehalase
COG1629	COG1629	P	Outer membrane receptor proteins, mostly Fe transport
COG1632	COG1632	J	Ribosomal protein L15E
COG1633	COG1633	P	Rubrerythrin
COG1634	COG1634	S	Uncharacterized Rossmann fold enzyme
COG1636	COG1636	R	Predicted ATPase, Adenine nucleotide alpha hydrolases (AANH) superfamily
COG1637	COG1637	L	Endonuclease NucS, RecB family
COG1638	COG1638	G	TRAP-type C4-dicarboxylate transport system, periplasmic component
COG1639	COG1639	T	HD-like signal output (HDOD) domain, no enzymatic activity
COG1640	COG1640	G	4-alpha-glucanotransferase
COG1643	COG1643	J	HrpA-like RNA helicase
COG1646	COG1646	I	Heptaprenylglyceryl phosphate synthase
COG1648	COG1648	H	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)
COG1649	COG1649	S	Uncharacterized lipoprotein YddW, UPF0748 family
COG1651	COG1651	O	Protein-disulfide isomerase
COG1652	COG1652	S	Nucleoid-associated protein YgaU, contains BON and LysM domains
COG1653	COG1653	G	ABC-type glycerol-3-phosphate transport system, periplasmic component
COG1654	COG1654	K	Biotin operon repressor
COG1658	COG1658	J	5S rRNA maturation endonuclease (Ribonuclease M5), contains TOPRIM domain
COG1660	COG1660	T	RNase adaptor protein for sRNA GlmZ degradation, contains a P-loop ATPase domain
COG1661	COG1661	R	Predicted DNA-binding protein with PD1-like DNA-binding motif
COG1662	COG1662	X	Transposase and inactivated derivatives, IS1 family
COG1663	COG1663	M	Tetraacyldisaccharide-1-P 4'-kinase
COG1664	COG1664	Z	Cytoskeletal protein CcmA, bactofilin family
COG1666	COG1666	S	Uncharacterized conserved protein YajQ, UPF0234 family
COG1668	COG1668	C	ABC-type Na+ efflux pump, permease component
COG1669	COG1669	R	Predicted nucleotidyltransferase
COG1670	COG1670	J	Protein N-acetyltransferase, RimJ/RimL family
COG1671	COG1671	S	Uncharacterized conserved protein YaiI, UPF0178 family
COG1672	COG1672	R	Predicted ATPase, archaeal AAA+ ATPase superfamily
COG1674	COG1674	D	DNA segregation ATPase FtsK/SpoIIIE and related proteins
COG1677	COG1677	N	Flagellar hook-basal body complex protein FliE
COG1678	COG1678	K	Putative transcriptional regulator, AlgH/UPF0301 family
COG1679	COG1679	C	Predicted aconitase
COG1680	COG1680	V	CubicO group peptidase, beta-lactamase class C family
COG1682	COG1682	G	ABC-type polysaccharide/polyol phosphate export permease
COG1683	COG1683	S	Uncharacterized conserved protein YbbK, DUF523 family
COG1684	COG1684	N	Flagellar biosynthesis protein FliR
COG1686	COG1686	M	D-alanyl-D-alanine carboxypeptidase
COG1690	COG1690	J	RNA-splicing ligase RtcB, repairs tRNA damage
COG1691	COG1691	F	NCAIR mutase (PurE)-related protein
COG1692	COG1692	R	Calcineurin-like phosphoesterase
COG1694	COG1694	V	NTP pyrophosphatase, house-cleaning of non-canonical NTPs
COG1695	COG1695	K	DNA-binding transcriptional regulator, PadR family
COG1696	COG1696	M	D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily
COG1697	COG1697	L	DNA topoisomerase VI, subunit A
COG1701	COG1701	H	Archaeal phosphopantothenate synthetase
COG1702	COG1702	T	Phosphate starvation-inducible protein PhoH, predicted ATPase
COG1703	COG1703	O	Putative periplasmic protein kinase ArgK or related GTPase of G3E family
COG1704	COG1704	S	Uncharacterized conserved protein
COG1705	COG1705	M	Flagellum-specific peptidoglycan hydrolase FlgJ
COG1708	COG1708	R	Predicted nucleotidyltransferase
COG1714	COG1714	S	Uncharacterized membrane protein YckC, RDD family
COG1715	COG1715	V	Restriction endonuclease Mrr
COG1716	COG1716	T	Forkhead associated (FHA) domain, binds pSer, pThr, pTyr
COG1718	COG1718	T	Serine/threonine-protein kinase RIO1
COG1721	COG1721	S	Uncharacterized conserved protein, DUF58 family, contains vWF domain
COG1722	COG1722	L	Exonuclease VII small subunit
COG1724	COG1724	R	Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family
COG1725	COG1725	K	DNA-binding transcriptional regulator YhcF, GntR family
COG1726	COG1726	C	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrA
COG1729	COG1729	R	Periplasmic TolA-binding protein (function unknown)
COG1732	COG1732	M	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)
COG1733	COG1733	K	DNA-binding transcriptional regulator, HxlR family
COG1734	COG1734	J	RNA polymerase-binding transcription factor DksA
COG1735	COG1735	R	Predicted metal-dependent hydrolase, phosphotriesterase family
COG1737	COG1737	K	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains
COG1738	COG1738	S	Uncharacterized PurR-regulated membrane protein YhhQ, DUF165 family
COG1739	COG1739	R	Putative translation regulator, IMPACT (imprinted ancient) protein family
COG1740	COG1740	C	Ni,Fe-hydrogenase I small subunit
COG1741	COG1741	R	Redox-sensitive bicupin YhaK, pirin superfamily
COG1742	COG1742	R	Uncharacterized inner membrane protein YnfA, drug/metabolite transporter superfamily
COG1743	COG1743	L	Adenine-specific DNA methylase, contains a Zn-ribbon domain
COG1744	COG1744	M	Basic membrane lipoprotein Med, periplasmic binding protein (PBP1-ABC) superfamily
COG1746	COG1746	J	tRNA nucleotidyltransferase (CCA-adding enzyme)
COG1748	COG1748	E	Saccharopine dehydrogenase, NADP-dependent
COG1749	COG1749	N	Flagellar hook protein FlgE
COG1752	COG1752	R	Predicted acylesterase/phospholipase RssA, containd patatin domain
COG1754	COG1754	S	Uncharacterized C-terminal domain of topoisomerase IA
COG1757	COG1757	C	Na+/H+ antiporter NhaC
COG1760	COG1760	E	L-serine deaminase
COG1762	COG1762	G	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)
COG1763	COG1763	H	Molybdopterin-guanine dinucleotide biosynthesis protein
COG1764	COG1764	V	Organic hydroperoxide reductase OsmC/OhrA
COG1765	COG1765	R	Uncharacterized OsmC-related protein
COG1767	COG1767	H	Triphosphoribosyl-dephospho-CoA synthetase
COG1770	COG1770	E	Protease II
COG1773	COG1773	C	Rubredoxin
COG1774	COG1774	T	Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development)
COG1776	COG1776	T	Chemotaxis protein CheY-P-specific phosphatase CheC
COG1778	COG1778	M	 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases
COG1780	COG1780	F	Protein involved in ribonucleotide reduction
COG1782	COG1782	R	Predicted metal-dependent RNase, contains metallo-beta-lactamase and KH domains
COG1783	COG1783	X	Phage terminase large subunit
COG1785	COG1785	P	Alkaline phosphatase
COG1787	COG1787	V	Endonuclease, HJR/Mrr/RecB family
COG1788	COG1788	I	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit
COG1791	COG1791	E	Acireductone dioxygenase (methionine salvage), cupin superfamily
COG1792	COG1792	D	Cell shape-determining protein MreC
COG1793	COG1793	L	ATP-dependent DNA ligase
COG1794	COG1794	M	Aspartate/glutamate racemase
COG1797	COG1797	H	Cobyrinic acid a,c-diamide synthase
COG1799	COG1799	D	FtsZ-interacting cell division protein YlmF
COG1801	COG1801	S	Uncharacterized conserved protein YecE, DUF72 family
COG1803	COG1803	G	Methylglyoxal synthase
COG1804	COG1804	I	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases
COG1805	COG1805	C	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrB
COG1806	COG1806	T	Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities)
COG1807	COG1807	M	4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family
COG1808	COG1808	S	Uncharacterized membrane protein
COG1814	COG1814	P	Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family
COG1815	COG1815	N	Flagellar basal body rod protein FlgB
COG1816	COG1816	F	Adenosine deaminase
COG1819	COG1819	G	UDP:flavonoid glycosyltransferase YjiC, YdhE family
COG1820	COG1820	G	N-acetylglucosamine-6-phosphate deacetylase
COG1823	COG1823	E	L-cystine uptake protein TcyP, sodium:dicarboxylate symporter family
COG1825	COG1825	J	Ribosomal protein L25 (general stress protein Ctc)
COG1826	COG1826	U	Sec-independent protein translocase protein TatA
COG1828	COG1828	F	Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component
COG1830	COG1830	G	Fructose-bisphosphate aldolase class Ia, DhnA family
COG1832	COG1832	R	Predicted CoA-binding protein
COG1834	COG1834	E	N-Dimethylarginine dimethylaminohydrolase
COG1835	COG1835	M	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains
COG1837	COG1837	R	Predicted RNA-binding protein YlqC, contains KH domain, UPF0109 family
COG1838	COG1838	C	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain
COG1840	COG1840	P	ABC-type Fe3+ transport system, periplasmic component
